104,72055,16,16,0,0
105,72055,0,16,0,0
106,72055,0,16,0,0
107,72055,0,16,0,0
108,72055,0,16,0,0
109,72055,0,16,0,0
110,72055,0,16,0,0
111,72055,0,16,0,0
112,72055,0,16,0,0
113,72055,0,16,0,0
114,72055,0,16,0,0
115,72055,0,16,0,0
116,72055,0,16,0,0
117,72055,1,17,0,0
118,72055,0,17,0,0
119,72055,1,18,0,0
120,72055,0,18,0,0
121,72055,0,18,0,0
122,72055,0,18,0,0
123,72055,0,18,0,0
124,72055,0,18,0,0
125,72055,0,18,0,0
126,72055,1,19,0,0
127,72055,2,21,0,0
128,72055,1,22,0,0
129,72055,0,22,0,0
130,72055,0,22,0,0
131,72055,0,22,0,0
132,72055,0,22,0,0
133,72055,1,23,0,0
134,72055,5,28,0,0
135,72055,0,28,0,0
136,72055,1,29,0,0
137,72055,-1,28,0,0
138,72055,1,29,0,0
139,72055,0,29,0,0
140,72055,1,30,0,0
141,72055,0,30,0,0
142,72055,0,30,0,0
143,72055,0,30,0,0
144,72055,0,30,0,0
145,72055,0,30,0,0
146,72055,0,30,0,0
147,72055,0,30,0,0
148,72055,0,30,0,0
149,72055,0,30,0,0
150,72055,0,30,0,0
151,72055,0,30,0,0
152,72055,0,30,0,0
153,72055,0,30,0,0
154,72055,0,30,0,0
155,72055,4,34,0,0
156,72055,-1,33,0,0
157,72055,1,34,0,0
158,72055,0,34,0,0
159,72055,0,34,0,0
160,72055,2,36,0,0
161,72055,0,36,0,0
162,72055,0,36,0,0
163,72055,-1,35,0,0
164,72055,0,35,0,0
165,72055,1,36,0,0
166,72055,0,36,0,0
167,72055,0,36,0,0
168,72055,1,37,0,0
169,72055,1,38,0,0
170,72055,5,43,0,0
171,72055,0,43,0,0
172,72055,1,44,0,0
173,72055,3,47,0,0
174,72055,0,47,0,0
175,72055,0,47,0,0
176,72055,1,48,0,0
177,72055,0,48,0,0
178,72055,0,48,0,0
179,72055,1,49,0,0
180,72055,1,50,0,0
181,72055,1,51,0,0
182,72055,0,51,0,0
183,72055,0,51,0,0
184,72055,1,52,0,0
185,72055,0,52,0,0
186,72055,0,52,0,0
187,72055,0,52,0,0
188,72055,0,52,0,0
189,72055,0,52,0,0
190,72055,0,52,0,0
191,72055,0,52,0,0
192,72055,0,52,0,0
193,72055,1,53,0,0
194,72055,0,53,0,0
195,72055,1,54,0,0
196,72055,0,54,0,0
197,72055,1,55,0,0
198,72055,1,56,0,0
199,72055,0,56,0,0
200,72055,2,58,0,0
201,72055,1,59,0,0
202,72055,2,61,0,0
203,72055,1,62,0,0
204,72055,3,65,0,0
205,72055,0,65,0,0
206,72055,1,66,0,0
207,72055,2,68,0,0
208,72055,2,70,0,0
209,72055,0,70,0,0
210,72055,0,70,0,0
211,72055,2,72,0,0
212,72055,1,73,0,0
213,72055,1,74,0,0
214,72055,0,74,0,0
215,72055,1,75,0,0
216,72055,0,75,0,0
217,72055,1,76,0,0
218,72055,2,78,0,0
219,72055,3,81,0,0
220,72055,0,81,0,0
221,72055,1,82,0,0
222,72055,0,82,0,0
223,72055,0,82,0,0
224,72055,1,83,0,0
225,72055,1,84,0,0
226,72055,0,84,0,0
227,72055,0,84,0,0
228,72055,0,84,0,0
229,72055,0,84,0,0
230,72055,1,85,0,0
231,72055,0,85,0,0
232,72055,0,85,0,0
233,72055,2,87,0,0
234,72055,0,87,0,0
235,72055,0,87,0,0
236,72055,0,87,0,0
237,72055,0,87,0,0
238,72055,1,88,0,0
239,72055,0,88,0,0
240,72055,1,89,0,0
241,72055,3,92,0,0
242,72055,2,94,0,0
243,72055,1,95,0,0
244,72055,0,95,0,0
245,72055,2,97,0,0
246,72055,0,97,0,0
247,72055,4,101,0,0
248,72055,2,103,0,0
249,72055,1,104,0,0
250,72055,3,107,0,0
251,72055,0,107,0,0
252,72055,0,107,0,0
253,72055,3,110,0,0
254,72055,2,112,0,0
255,72055,0,112,0,0
256,72055,3,115,0,0
257,72055,2,117,0,0
258,72055,0,117,0,0
259,72055,0,117,0,0
260,72055,1,118,0,0
261,72055,0,118,0,0
262,72055,5,123,0,0
263,72055,1,124,0,0
264,72055,3,127,0,0
265,72055,1,128,0,0
266,72055,1,129,0,0
267,72055,4,133,0,0
268,72055,0,133,0,0
269,72055,4,137,0,0
270,72055,0,137,0,0
271,72055,3,140,0,0
272,72055,1,141,0,0
273,72055,0,141,0,0
274,72055,2,143,0,0
275,72055,2,145,0,0
276,72055,3,148,0,0
277,72055,5,153,0,0
278,72055,1,154,0,0
279,72055,1,155,0,0
280,72055,1,156,0,0
281,72055,5,161,0,0
