-0.25342643481550076;8479;2805;2369;5650;5702;72.65007665998348;21.00483547588159;67.49526515151516;64.37279252592002;28.04214015151515;31.958527970832858;11.3;88.7;20.5;5.4;74.7;41.05;10.95;16124;19.65;0.45;32.5;20.55;22.65;2.4;9.8;12.15
-0.5865086884029442;45577;29901;27776;15264;14991;28.588981284419773;62.38014788160695;33.460559796437664;32.84134429192306;61.99723226641668;64.33366323852145;5.8;94.2;47.9;22.5;83.8;15.95;5.35;93053;19.1;0.47200000000000003;45.8;15.5;21.65;2.25;6.5;8.35
-0.5121533610459128;182136;103476;95493;83595;88592;43.40822242719726;49.51629551543901;46.791878816048;43.566745536226136;50.43679885069613;53.928016760649996;8.5;91.5;31.4;10.5;77.95;13.75;6.25;418187;8.95;0.44;36.3;13.9;27.65;0.9;9.4;11.85
-0.5305920503958826;18158;10701;9861;7192;7249;42.92322943055403;49.00870139883247;40.68357840386126;38.77507008841924;55.3429116623639;57.69355186543024;8.9;91.1;21.6;8.4;76.25;27.55;7.15;40224;12.7;0.443;25.2;24.6;25.15;3.45;9.4;12.2
-0.5262296392202876;25077;13390;12004;10413;10772;51.708737089763524;39.7136818598716;45.11832460732984;42.042151162790695;50.27853403141361;54.06169250645995;11.5;88.5;16.8;5.2;78.65;17.1;6.1;52354;9.6;0.38;27.55;16.25;23.45;1.35;12.05;19.35
-0.5103666855431713;30181;14401;12845;15354;14673;58.6428547761837;34.30966502103973;51.150386948337164;49.6074440244257;44.777940458760376;46.52838357403638;14.2;85.8;18.3;6.0;72.2;28.3;8.3;64487;16.45;0.448;29.5;20.75;26.75;2.1;9.85;11.05
-0.5135405694129536;11638;3632;3104;6371;6790;72.07423956006187;22.26327547688606;66.37341153470186;61.543663060278206;30.342130987292276;35.08500772797527;14.3;85.7;15.4;5.4;73.65;31.05;4.75;24404;13.8;0.379;25.75;17.95;23.8;4.4;10.05;18.0
-0.5473313458820068;12163;5230;4625;6646;6598;58.8423908575187;34.966702293841976;56.49940058229149;53.89231268245216;39.60438431238226;42.4099902692183;8.4;91.6;18.5;6.1;71.7;19.9;8.5;22925;13.8;0.447;23.1;24.5;28.25;3.0;11.8;9.3
-0.5543058817494507;90584;38819;36961;39064;42463;48.2060849598163;44.40298507462687;51.84737484737485;48.96342533403525;45.12942612942613;48.65633852247374;7.1;92.9;29.1;9.8;69.7;13.55;7.75;197692;9.7;0.43;32.6;17.75;26.25;0.7000000000000001;12.7;10.0
-0.623839398598283;51350;20298;17145;30919;30776;66.43037974683544;27.051606621226874;61.795474168222796;58.407163231766056;34.425637009818686;38.343691557889564;13.6;86.4;15.5;5.5;74.0;22.45;8.2;110980;14.65;0.41400000000000003;25.85;19.7;24.25;2.75;10.2;17.25
-0.08925473311999312;937;430;371;648;639;67.44930629669157;23.585912486659552;60.226201696512724;58.37837837837838;34.96701225259189;38.73873873873874;15.2;84.8;18.8;4.3;68.4;14.75;9.65;1912;10.7;0.381;33.3;13.85;15.95;9.5;9.7;17.75
-0.49807169183987765;4171;1006;853;2785;2926;76.4085351234716;17.54974826180772;74.81462541549476;71.24584292657968;21.810278701099463;25.735482220516758;9.9;90.1;17.2;5.5;73.0;20.05;11.4;7199;14.4;0.436;30.25;20.05;22.8;5.05;8.3;13.55
-0.3735918125583257;3850;950;832;2595;2607;75.42857142857143;17.714285714285708;72.76025676807146;70.45886505566115;23.22076472229975;25.794189519413525;9.8;90.2;16.2;5.2;75.95;21.65;10.3;7393;16.75;0.41400000000000003;30.35;21.3;21.6;7.5;9.85;9.45
-0.39223492828248036;10383;6302;6058;3265;3429;31.04112491572763;61.24434171241452;34.85464525310022;33.2146490335707;61.57755641390526;64.10986775178027;16.3;83.7;25.9;9.5;75.85;9.25;10.6;23382;10.35;0.405;29.25;18.65;21.65;11.35;6.7;12.35
-0.5234838269679328;103789;49090;44468;49043;49020;51.1451117170413;41.96013064968349;50.470003191697465;48.534840222866585;45.78335581249292;48.58135323166447;11.1;88.9;24.4;8.9;72.55;21.0;7.4;220944;13.95;0.442;30.25;18.95;27.95;1.1;9.65;12.15
-0.02056367635823896;8874;3682;3301;4402;4642;60.14198782961461;32.5895875591616;56.782874617737;52.92137533060832;40.37920489296636;44.265448425102186;17.4;82.6;15.9;5.5;67.4;34.9;6.6;24658;18.5;0.427;23.75;18.55;22.6;3.05;11.35;20.75
-0.5887136403753902;42613;17412;14953;22973;23673;62.38002487503813;31.03043672118837;58.83244694070282;54.63387952151062;37.16138973109995;41.408832552498275;13.8;86.2;16.5;6.1;73.5;30.25;8.85;87487;17.55;0.453;25.9;19.8;26.85;1.4;11.9;14.1
-0.5386423287613644;29240;9370;8302;19113;18898;68.98084815321477;24.21340629274966;67.128445581131;65.01241538827851;29.489911906791704;31.871832375250857;13.5;86.5;18.1;6.5;74.15;24.8;9.25;68238;17.1;0.44;28.25;20.15;23.7;2.95;11.05;13.85
-0.19737604429575428;3814;957;770;2638;2808;78.68379653906659;16.46565285789198;75.68733153638814;71.52928416485899;20.754716981132077;25.949023861171366;11.8;88.2;16.4;3.8;72.3;26.2;6.75;7869;17.6;0.454;38.0;15.55;20.95;7.1;5.55;12.85
